Province_compare,City,Latitude,Longitude,Address
on,brampton,43.690514,-79.75459,133-queen-st-e
on,brampton,43.699418,-79.822067,fletchers-meadow-shopping-ctr
on,brampton,43.699002,-79.849354,11240-creditview-rd-unit-a-2
on,brampton,43.674817,-79.805967,9715-james-potter-rd-unit-b04
on,mississauga,43.6358,-79.6906,90-annagem-blvd
on,weston,43.695349,-79.506863,1591-weston-road
on,brampton,43.63476,-79.787247,8245-financial-drive-unit-1
on,georgetown,43.650145,-79.906233,188-guelph-st
on,mississauga,43.596109,-79.785951,3155-argentia-rd
on,mississauga,43.588055,-79.722025,3a-queen-street-south
on,mississauga,43.615652,-79.617212,915-rathburn-rd-e-unit-2
on,mississauga,43.583752,-79.63906,325-central-pky-w-unit-52
on,mississauga,43.558857,-79.742952,5618-tenth-line-w
on,mississauga,43.605805,-79.58575,1248-dundas-st-e
on,cambridge,43.398097,-80.363011,328-king-street-east
on,simcoe,42.843863,-80.317806,358-queensway-west
on,kitchener,43.424269,-80.439085,fairview-park-mall
on,kitchener,43.418238,-80.500362,720-westmount-rd-e
on,kitchener,43.443935,-80.468585,ottawa-street-plaza
on,port-dover,42.78785,-80.205785,421-main-st
on,brockville,44.598371,-75.696957,125-stewart-blvd
on,oakville,43.48556,-79.717862,295-hayes-blvd
on,milton,43.507555,-79.862162,500-laurier-ave-unit-16
on,mississauga,43.512507,-79.649817,2425-truscott-drive-unit-13a
on,mississauga,43.519644,-79.621173,1641-lakeshore-rd
on,guelph,43.523658,-80.287217,west-hills-shopping-centre-unit-9
on,guelph,43.518434,-80.234416,south-city-centre
on,waterloo,43.477782,-80.51914,238-weber-st-n
on,waterloo,43.462378,-80.537708,westmount-place
on,waterloo,43.4377876,-80.5627243,1-330-the-boardwalk
on,guelph,43.563795,-80.275066,749-woolwich-st
on,guelph,43.561202,-80.250363,bullfrog-mall
on,waterloo,43.507567,-80.539995,628-king-st-n
on,waterloo,43.472373,-80.592774,laurelwood-commons
on,perth,44.911284,-76.261662,32-dufferin-street
on,smiths-falls,44.893273,-76.028467,85-lombard-st
on,ottawa,45.323543,-75.828578,2036-robertson-rd
on,nepean,45.269838,-75.744077,2-50-marketplace-ave
qc,gatineau,45.394569,-75.8351,200-principale-st
on,ottawa,45.363544,-75.790044,1451-richmond-rd
on,chatham,42.415402,-82.199761,407-st-clair-st
on,chelmsford,46.56927,-81.205627,3360-highway-144
on,val-caron,46.614386,-81.008148,3143-highway-69-north
on,sudbury,46.474096,-81.025841,1033-lorne-street-south
on,sudbury,46.502678,-80.956006,1244-kingsway
on,sudbury,46.44917,-80.995229,2169-regent-st-s
on,cobourg,43.977899,-78.173026,950-division-street
on,peterborough,44.289687,-78.299969,154-lansdowne-st-e
on,peterborough,44.284515,-78.3336,717-lansdowne-st-w
on,meaford,44.612702,-80.595641,264-sykes-st-n
on,midland,44.742202,-79.894498,776-yonge-street
on,toronto,43.710023,-79.453389,2957-dufferin-st
on,toronto,43.655588,-79.45663,1646-bloor-st-w
on,toronto,43.652666,-79.398218,280-spadina-ave
on,toronto,43.68422,-79.357054,1040-broadview-ave
on,etobicoke,43.633359,-79.542215,5449-dundas-st-w
on,etobicoke,43.6246,-79.508606,831a-the-queensway
on,dryden,49.787514,-92.845956,175-government-rd
on,embrun,45.268645,-75.301677,place-dembrun
on,orleans,45.468503,-75.490506,fallingbrook-mall
on,orleans,45.464551,-75.538455,2002-st-joseph-blvd
on,gloucester,45.449374,-75.587566,2200-montreal-rd
on,ottawa,45.28801,-75.672979,3767-spratt-rd-unit-1
on,ottawa,45.373508,-75.653788,1412-walkley-rd
on,ottawa,45.432251,-75.64949,401-mcarthur-ave
on,ottawa,45.3903248,-75.6797489,1272-bank-st
qc,gatineau,45.484514,-75.646004,275-maloney-blvd-e
on,kemptville,45.029574,-75.633759,309-colonnade-dr
on,ottawa,45.391077,-75.756397,393-a-richmond-rd
on,exeter,43.351246,-81.480992,190-main-st-n
on,grand-bend,43.314893,-81.762581,59-main-st-w
on,fergus,43.7132243,-80.3916339,875-saint-david-st-n
on,fort-frances,48.607663,-93.425959,982-kings-hwy
qc,gatineau,45.421249,-75.747198,413-alexandre-tache-blvd
on,lambton-shores,43.102,-81.99017,95-king-street
qc,lachute,45.658984,-74.346343,89-de-la-providence-ave
on,huntsville,45.342407,-79.228506,130-howland-dr
on,woodstock,43.130889,-80.750066,638-dundas-street
on,stratford,43.371255,-80.962313,590-ontario-street
on,kenora,49.762556,-94.526957,821-lakeview-dr
on,kincardine,44.175302,-81.636803,708a-queen-st
on,port-elgin,44.44411,-81.40258,110-elgin-street
on,walkerton,44.130935,-81.144763,150-mcnab-st
on,kingston,44.233235,-76.492164,399-12-princess-st
on,kingston,44.266246,-76.499769,69-dalton-ave
on,kingston,44.237735,-76.56876,1664-bath-rd
on,strathroy,42.9492191,-81.6150247,319-caradoc-st-s
on,lindsay,44.347277,-78.73059,176-lindsay-st-s
on,peterborough,44.318325,-78.330121,828-chemong-rd
on,listowel,43.735852,-80.96531,160-mitchell-rd-s
on,owen-sound,44.565533,-80.941021,888-3rd-ave-e
on,minden,44.917405,-78.722023,4-bobcaygeon-rd
on,niagara-on-the-lake,43.25604,-79.072957,69-queen-street
on,north-bay,46.314705,-79.439117,northgate-mall
on,north-bay,46.331733,-79.470391,890-mckeown-ave
on,north-bay,46.285863,-79.450582,231-lakeshore-dr
on,sturgeon-falls,46.365975,-79.921079,155-front-street
on,sauble-beach,44.629704,-81.267069,315-main-street
on,parry-sound,45.353733,-80.035728,93-church-st
on,pembroke,45.828043,-77.102502,401-pembroke-st-e
on,petawawa,45.890819,-77.263008,33-civic-centre-rd
on,sarnia,42.985479,-82.351227,1400-exmouth-street
on,sault-ste-marie,46.5318562,-84.318978,210-great-northern-rd
on,sault-ste-marie,46.512831,-84.293389,169-trunk-rd
on,sioux-lookout,50.092548,-91.919001,9-5th-avenue
on,thunder-bay,48.394242,-89.246421,601-southern-ave
on,thunder-bay,48.447504,-89.200922,428-north-cumberland-street
pe,charlottetown,46.243757,-63.133914,365-university-ave
pe,summerside,46.415229,-63.780355,119-walker-ave
qc,beauharnois,45.307043,-73.86199,526-boul-cadieux
qc,lery,45.346682,-73.803131,1083-de-lery-blvd
qc,lile-perrot,45.395998,-73.961637,105-autoroute-de-souvenir
qc,chateauguay,45.362652,-73.713053,70-saint-jean-baptiste-boul
qc,vaudreuil-dorion,45.406076,-74.033691,3-578-av-saint-charles
qc,pierrefonds,45.46265,-73.86898,4501-boul-st-charles
qc,dollard-des-ormeaux,45.487509,-73.848042,4701-boul-saint-jean
qc,lachine,45.433885,-73.692332,3210-boul-saint-joseph
qc,dollard-des-ormeaux,45.48442,-73.795949,3339-h-boul-des-sources
qc,saint-lazare,45.400692,-74.135857,1515-rue-des-marguerites
qc,lasalle,45.432807,-73.636868,2429-dollard-ave
qc,laval,45.522018,-73.792555,63-blvd-samson
qc,deux-montagnes,45.537091,-73.898325,1513-ch-doka
qc,montreal,45.526157,-73.714207,11990-lachapelle-rue
qc,delson,45.386536,-73.548747,62-132-rte
qc,montreal,45.457428,-73.588201,6110-laurendeau-st
qc,westmount,45.478313,-73.603915,4890-rue-sherbrooke-o
qc,laval,45.550071,-73.711998,393a-cartier-blvd-w
qc,laval,45.578661,-73.794736,3130-bl-dagenais-o
qc,beloeil,45.550283,-73.216775,97-sir-wilfrid-laurier-boul
qc,boucherville,45.590207,-73.437649,450-boul-de-mortagne
qc,brossard,45.456556,-73.420216,1015-boul-du-quartier-unite-10
qc,longueuil,45.5258,-73.483488,360-cure-poirier-boul-o
qc,greenfield-park,45.496711,-73.484747,322-mary-rue
qc,montreal,45.553058,-73.532799,4545-sainte-catherine-rue-e
qc,montreal,45.603541,-73.530433,8654-sherbrooke-rue-e
qc,saint-jean-sur-richelieu,45.342033,-73.285292,1305-rue-douglas
qc,la-prairie,45.405811,-73.463879,985-boul-des-pres-verts-ste-100
qc,montreal,45.507612,-73.552908,420-jacques-cartier-pl
qc,montreal,45.573165,-73.570764,5151-rue-beaubien-e
qc,montreal,45.507091,-73.566496,268-sainte-catherine-st-w
qc,montreal,45.553579,-73.587285,3140-beaubien-est
qc,montreal,45.4957,-73.578851,1439-rue-guy
qc,montreal,45.517292,-73.591348,4604-av-du-parc
qc,saint-leonard,45.5969,-73.6094,9214-boul-lacordaire
qc,montreal,45.547379,-73.62578,955-rue-jarry-e
qc,blainville,45.679247,-73.910475,1355-blvd-michele-bohec-ste-101
qc,sainte-therese,45.643195,-73.832998,190-boul-cure-labelle-magasin-a-1
qc,laval,45.608443,-73.733603,2121-blvd-des-laurentides
qc,saint-jerome,45.76162,-73.99146,600-boul-des-laurentides
qc,laval,45.570239,-73.751284,3035-boul-le-carrefour
qc,montreal-nord,45.589138,-73.636111,10730-pie-ix-blvd
qc,montreal-nord,45.576324,-73.636756,9761-saint-michel-blvd
qc,mascouche,45.734737,-73.613746,580-montee-masson
qc,drummondville,45.885617,-72.492491,124-lindsay-st
qc,joliette,46.021613,-73.442789,704-notre-dame-st
qc,lancienne-lorette,46.794258,-71.352299,6390-wilfrid-hamel-boul
qc,quebec,46.879619,-71.24579,1512-boul-louis-xiv
qc,shawinigan,46.557386,-72.736713,802-notre-dame-st
qc,shawinigan,46.521883,-72.748377,1700-105-e-ave
qc,trois-rivieres,46.366483,-72.526,115-rue-fusey
qc,trois-rivieres,46.333852,-72.550039,2650-royale-st
qc,sherbrooke,45.396966,-71.944778,2939-king-st-w
sk,carlyle,49.636435,-102.266901,cornerstone-plaza
sk,davidson,51.2486,-105.966718,highway-11-enterprise-lane
sk,emerald-park,50.446832,-104.390231,7a-great-plains-rd
sk,regina,50.446988,-104.511359,2086-aurora-blvd
sk,regina,50.418642,-104.513325,3753-1-chuka-blvd
sk,regina,50.432468,-104.538526,3151-truesdale-drive
sk,regina,50.445822,-104.573307,2080-park-st
sk,regina,50.451075,-104.61127,2102-11th-avenue
sk,regina,50.414728,-104.618826,4020-albert-st
sk,regina,50.47355,-104.61861,302-albert-st
sk,regina,50.482867,-104.615304,353-n-albert-st
sk,regina,50.448427,-104.631708,1916-elphinstone-st
sk,regina,50.406227,-104.648581,grasslands-bldg-18
sk,regina,50.496385,-104.641995,4203-rochdale-blvd-n
sk,regina,50.481219,-104.664414,normanview-mall
sk,estevan,49.145267,-102.99291,901-13th-ave
sk,fort-quappelle,50.764706,-103.793647,403-boundary-ave
sk,indian-head,50.526641,-103.67936,107-johnston-ave
sk,humboldt,52.202215,-105.134661,carnoustie-mall
sk,kindersley,51.475445,-109.158318,110-12th-ave-e
sk,la-ronge,55.1124,-105.292215,950b-boardman-st
sk,macklin,52.347266,-109.936798,sk-14-macklin-sask
sk,martensville,52.279768,-106.669542,711-centennial-dr-s
sk,warman,52.331559,-106.579428,legends-plaza
sk,saskatoon,52.171405,-106.633755,lawson-square-mall
sk,saskatoon,52.16799,-106.555059,1228-baltzan-boulevard
sk,saskatoon,52.1525,-106.70439,hampton-village
sk,saskatoon,52.143744,-106.67161,119-33rd-st-w
sk,saskatoon,52.147198,-106.570607,414-ludlow-street
sk,saskatoon,52.128722,-106.635113,1418-college-dr
sk,saskatoon,52.129016,-106.68642,1105-22nd-st-w
sk,saskatoon,52.127723,-106.667265,201-midtown-plaza-unit-fc09
sk,saskatoon,52.126293,-106.758164,10-210-betts-ave
sk,saskatoon,52.114525,-106.629632,1722-8th-street-e
sk,saskatoon,52.098367,-106.565055,220-slimmon-rd
sk,saskatoon,52.083466,-106.641093,10-302-stonebridge-blvd
sk,meadow-lake,54.1235,-108.4541,715-9th-st-w
sk,melfort,52.8573783,-104.6012009,502-saskatchewan-ave-e
sk,tisdale,52.845363,-104.048001,700-100a-st
sk,moose-jaw,50.397073,-105.545938,440-caribou-st
sk,moose-jaw,50.413877,-105.532971,1711-main-st
sk,moosomin,50.150424,-101.667569,506-park-ave
sk,nipawin,53.35167,-104.025769,highway-35-12th-ave-w
sk,north-battleford,52.782151,-108.299208,1691-100th-st
sk,outlook,51.48843,-107.040379,150-saskatchewan-rd
sk,prince-albert,53.200453,-105.738253,1375-6th-ave-east
sk,rosetown,51.549353,-107.989257,104-railway-ave-e
sk,rosthern,52.660157,-106.328421,901-saskatchewan-st
sk,wakaw,52.632633,-105.744084,nw-14-section-19-twp-42-range-26-west-2
sk,shellbrook,53.228272,-106.386169,highway-3-and-55
sk,swift-current,50.296223,-107.803826,265-n-service-rd-w
sk,weyburn,49.660509,-103.857751,20-railway-ave
sk,whitewood,50.33611,-102.25706,1206-highway-1-s
sk,yorkton,51.209837,-102.46502,34-west-broadway
yt,whitehorse,60.751097,-135.08903,107-range-road
